titulo,tipo_de_producto,serie,procesador,disco_duro_tipo_de_disco_duro,procesador_fabricante,procesador_tipo,disco_duro_numero_de_discos_duros_instalados,sistema_operativo_sistema_operativo,procesador_nombre_clave,ram_tipo,procesador_numero_nucleos,grafica_tarjeta,comunicaciones_estandar_lan,tipo,propiedades_de_la_carcasa_tipo_de_caja,adecuado_para,procesador_zocalo_de_cpu,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_turbo_max_ghz,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,grafica_memoria_mb,alimentacion_wattage_binned,custom_category,equip_altavoces_estéreo,equip_refrigeración_líquida,equip_usb_c
VIST PbA Ryzen 5900X / RTX 4070 / 32GB / SSD 1TB / W11,PC gaming,VIST PbA Ryzen,AMD Ryzen 9 5900X,disco duro SSD,AMD,Ryzen 9,1.0,Microsoft Windows 11 Professional,Vermeer,DDR4,12.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,1419.9,1419.9,1419.9,29.4,16.8,64.0,32.0,3200.0,1000.0,4.8,29.0,3.7,105.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Actina ENDORFY 14400F / 32GB / 1TB / RTX4070S / 750W / W11H (KOMACNGIP0053),PC gaming,Actina ENDORFY,Intel Core i5-14400F,disco duro SSD,Intel,Core i5,1.0,Microsoft Windows 11 Home,Raptor Lake Refresh,DDR4,10.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1879.72,1879.72,1879.72,29.4,16.8,20.0,32.0,3200.0,1000.0,4.7,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox X-206 PC Gamer i9-13900KF / RTX 3060,PC gaming,Vibox,Intel Core i9-13900KF,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,24.0,NVIDIA GeForce RTX 3060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1909.95,1909.95,1909.95,29.4,16.8,36.0,32.0,3200.0,1000.0,5.8,29.0,3.0,125.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
VIST KIT RGB Ryzen 5 3600/ RX 6600 / 64GB / SSD 1TB / W11 LCD 24'',PC gaming,VIST KIT RGB,AMD Ryzen 5 3600,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Matisse,DDR4,6.0,AMD Radeon RX 6600,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,985.9,985.9,985.9,29.4,16.8,32.0,64.0,3200.0,1000.0,4.2,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Actina ENDORFY 13600KF / 32GB / 1TB / RTX4070 / 750W,PC gaming,Actina ENDORFY,Intel Core i5-13600KF,disco duro SSD,Intel,Core i5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,14.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,2614.6,2614.6,2614.6,29.4,16.8,24.0,32.0,3200.0,1000.0,5.1,29.0,3.5,125.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VII-108 PC Gamer i7-13700F / RTX 4060,PC gaming,Vibox,Intel Core i7-13700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,16.0,NVIDIA GeForce RTX 4060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1199.95,1199.95,1199.95,29.4,16.8,30.0,16.0,3200.0,1000.0,5.2,29.0,2.1,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
VIST WHITE GAMING Ryzen 5 3600 / 16GB / RTX 3050 / 1TB / W11,PC gaming,VIST WHITE GAMING,AMD Ryzen 5 3600,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Matisse,DDR4,6.0,NVIDIA GeForce RTX 3050,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,704.9,704.9,704.9,29.4,16.8,32.0,16.0,3200.0,1000.0,4.2,29.0,3.6,65.0,16384.0,High_Power (501-850W),Desktop_PC,0,0,0
Actina WS I7-14700 / 16GB / 1TBSSD / RTXA4000 / 600W / W11P (KOMAAAPWS0039),Workstation,Actina WS,Intel Core i7-14700,disco duro SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake Refresh,DDR4,20.0,NVIDIA RTX A4000,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,2388.32,2388.32,2388.32,29.4,16.8,33.0,16.0,3200.0,1000.0,5.4,29.0,2.1,65.0,16384.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox X-14 Gaming PC i9-13900KF / RTX 4070,PC gaming,Vibox,Intel Core i9-13900KF,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,24.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,2199.95,2199.95,2199.95,29.4,16.8,36.0,32.0,3200.0,1000.0,5.8,29.0,3.0,125.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Actina PBM 13400F / 32GB / 1TB / RTX4060 / 650W (KOMACNGIP0032),PC gaming,Actina PBM,Intel Core i5-13400F,disco duro SSD,Intel,Core i5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,10.0,NVIDIA GeForce RTX 4060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,906.83,906.83,906.83,29.4,16.8,20.0,32.0,3200.0,1000.0,4.6,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox IV-72 Gaming PC i7-11700F / RTX 3070 Ti,PC gaming,Vibox,Intel Core i7-11700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3070 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1324.95,1324.95,1324.95,29.4,16.8,16.0,16.0,3200.0,1000.0,4.9,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VII-8 Gaming PC i7-13700F / RTX 3060 Ti,PC gaming,Vibox,Intel Core i7-13700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,16.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1339.95,1339.95,1339.95,29.4,16.8,30.0,16.0,3200.0,1000.0,5.2,29.0,2.1,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VII-42 Gaming PC i7-13700F / RTX 4070,PC gaming,Vibox,Intel Core i7-13700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,16.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1814.95,1814.95,1814.95,29.4,16.8,30.0,32.0,3200.0,1000.0,5.2,29.0,2.1,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-129 PC Gamer Ryzen 5 4500 / RTX 4060 Ti,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce RTX 4060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,1044.95,1044.95,1044.95,29.4,16.8,8.0,16.0,3200.0,480.0,4.1,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox IV-40 Gaming PC i7-11700F / RTX 3050,PC gaming,Vibox,Intel Core i7-11700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3050,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1229.95,1229.95,1229.95,29.4,16.8,16.0,16.0,3200.0,1000.0,4.9,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VII-212 Gaming PC i7-13700F / RTX 4070,PC gaming,Vibox,Intel Core i7-13700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,16.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1999.95,1999.95,1999.95,29.4,16.8,30.0,32.0,3200.0,1000.0,5.2,29.0,2.1,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox I-21 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,PC gaming,Vibox,AMD Ryzen 3 3200G,disco duro SSD,AMD,Ryzen 3,1.0,Microsoft Windows 11 Professional,Picasso,DDR4,4.0,AMD Radeon RX Vega 8,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,522.95,522.95,522.95,29.4,16.8,4.0,16.0,3200.0,480.0,4.0,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VI-56 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,PC gaming,Vibox,AMD Ryzen 3 3200G,disco duro SSD,AMD,Ryzen 3,2.0,Microsoft Windows 11 Professional,Picasso,DDR4,4.0,AMD Radeon RX Vega 8,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,553.95,553.95,553.95,29.4,16.8,4.0,8.0,3200.0,240.0,4.0,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VI-44 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,PC gaming,Vibox,AMD Ryzen 3 3200G,disco duro SSD,AMD,Ryzen 3,2.0,Microsoft Windows 11 Professional,Picasso,DDR4,4.0,AMD Radeon RX Vega 8,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,681.95,681.95,681.95,29.4,16.8,4.0,16.0,3200.0,240.0,4.0,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VIII-1 Gaming PC i9-11900F / RTX 3060,PC gaming,Vibox,Intel Core i9-11900F,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1379.95,1379.95,1379.95,29.4,16.8,16.0,32.0,3200.0,1000.0,5.0,29.0,2.2,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VIII-56 PC Gamer i9-11900F / RTX 3060 Ti,PC gaming,Vibox,Intel Core i9-11900F,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1739.95,1739.95,1739.95,29.4,16.8,16.0,32.0,3200.0,1000.0,5.0,29.0,2.2,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox X-51 Gaming PC i9-13900KF / RTX 3060 Ti,PC gaming,Vibox,Intel Core i9-13900KF,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,24.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1589.95,1589.95,1589.95,29.4,16.8,36.0,32.0,3200.0,1000.0,5.8,29.0,3.0,125.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VII-31 Gaming PC i7-13700F / RTX 3060 Ti,PC gaming,Vibox,Intel Core i7-13700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,16.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1169.95,1169.95,1169.95,29.4,16.8,30.0,16.0,3200.0,1000.0,5.2,29.0,2.1,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox IV-53 Gaming PC i7-11700F / RTX 3060 Ti,PC gaming,Vibox,Intel Core i7-11700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1039.95,1039.95,1039.95,29.4,16.8,16.0,16.0,3200.0,1000.0,4.9,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VI-22 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,PC gaming,Vibox,AMD Ryzen 3 3200G,disco duro HDD,AMD,Ryzen 3,1.0,Microsoft Windows 11 Professional,Picasso,DDR4,4.0,AMD Radeon RX Vega 8,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,645.95,645.95,645.95,29.4,16.8,4.0,8.0,3200.0,1000.0,4.0,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox II-4 Gaming PC i5-10400 / RTX 3070 Ti,PC gaming,Vibox,Intel Core i5-10400,disco duro M.2 SSD,Intel,Core i5,1.0,Microsoft Windows 11 Professional,Comet Lake-S,DDR4,6.0,NVIDIA GeForce RTX 3070 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1369.95,1369.95,1369.95,29.4,16.8,12.0,16.0,3200.0,1000.0,4.3,29.0,2.9,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VIII-22 Gaming PC i9-11900F / RTX 4070,PC gaming,Vibox,Intel Core i9-11900F,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1999.95,1999.95,1999.95,29.4,16.8,16.0,32.0,3200.0,1000.0,5.0,29.0,2.2,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox X-96 PC Gamer i9-13900KF / RTX 4060,PC gaming,Vibox,Intel Core i9-13900KF,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,24.0,NVIDIA GeForce RTX 4060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1799.95,1799.95,1799.95,29.4,16.8,36.0,32.0,3200.0,1000.0,5.8,29.0,3.0,125.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox II-3 Gaming PC i5-10400 / RTX 3060 Ti,PC gaming,Vibox,Intel Core i5-10400,disco duro M.2 SSD,Intel,Core i5,1.0,Microsoft Windows 11 Professional,Comet Lake-S,DDR4,6.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1209.95,1209.95,1209.95,29.4,16.8,12.0,16.0,3200.0,1000.0,4.3,29.0,2.9,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-22 Gaming PC Ryzen 5 4500 / GTX 1650,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce GTX 1650,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,779.95,779.95,779.95,29.4,16.8,8.0,16.0,3200.0,480.0,4.1,29.0,3.6,65.0,4096.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VIII-218 SG PC Gamer i9-11900F / RTX 4060 Ti,PC gaming,Vibox,Intel Core i9-11900F,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 4060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1899.95,1899.95,1899.95,29.4,16.8,16.0,32.0,3200.0,1000.0,5.0,29.0,2.2,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox II-50 Gaming PC i5-10400 / RTX 3060,PC gaming,Vibox,Intel Core i5-10400,disco duro M.2 SSD,Intel,Core i5,1.0,Microsoft Windows 11 Professional,Comet Lake-S,DDR4,6.0,NVIDIA GeForce RTX 3060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1099.95,1099.95,1099.95,29.4,16.8,12.0,16.0,3200.0,1000.0,4.3,29.0,2.9,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VI-14 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,PC gaming,Vibox,AMD Ryzen 3 3200G,disco duro HDD,AMD,Ryzen 3,1.0,Microsoft Windows 11 Professional,Picasso,DDR4,4.0,AMD Radeon RX Vega 8,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,635.95,635.95,635.95,29.4,16.8,4.0,8.0,3200.0,1000.0,4.0,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VIII-211 Gaming PC i9-11900 / RTX 3060 Ti,PC gaming,Vibox,Intel Core i9-11900,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1524.95,1524.95,1524.95,29.4,16.8,16.0,32.0,3200.0,1000.0,5.0,29.0,2.2,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-58 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,919.95,919.95,919.95,29.4,16.8,8.0,16.0,3200.0,480.0,4.1,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VIII-6 Gaming PC i9-11900F / RTX 4070,PC gaming,Vibox,Intel Core i9-11900F,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 4070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1999.95,1999.95,1999.95,29.4,16.8,16.0,32.0,3200.0,1000.0,5.0,29.0,2.2,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-68 Gaming PC Ryzen 5 4500 / RTX 3050,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce RTX 3050,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,809.95,809.95,809.95,29.4,16.8,8.0,16.0,3200.0,1000.0,4.1,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox II-105 PC Gamer i5-10400 / RTX 4060 Ti,PC gaming,Vibox,Intel Core i5-10400,disco duro M.2 SSD,Intel,Core i5,1.0,Microsoft Windows 11 Professional,Comet Lake-S,DDR4,6.0,NVIDIA GeForce RTX 4060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1114.95,1114.95,1114.95,29.4,16.8,12.0,16.0,3200.0,1000.0,4.3,29.0,2.9,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox IV-214 Gaming PC i7-11700F / RTX 4070 Ti,PC gaming,Vibox,Intel Core i7-11700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 4070 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,2129.95,2129.95,2129.95,29.4,16.8,16.0,16.0,3200.0,1000.0,4.9,29.0,2.5,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VI-67 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,PC gaming,Vibox,AMD Ryzen 3 3200G,disco duro SSD,AMD,Ryzen 3,1.0,Microsoft Windows 11 Professional,Picasso,DDR4,4.0,AMD Radeon RX Vega 8,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,665.95,665.95,665.95,29.4,16.8,4.0,16.0,3200.0,1000.0,4.0,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VII-22 Gaming PC i7-13700F / RTX 3060,PC gaming,Vibox,Intel Core i7-13700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,16.0,NVIDIA GeForce RTX 3060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1349.95,1349.95,1349.95,29.4,16.8,30.0,16.0,3200.0,1000.0,5.2,29.0,2.1,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-40 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,969.95,969.95,969.95,29.4,16.8,8.0,16.0,3200.0,1000.0,4.1,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-79 Gaming PC Ryzen 5 4500 / RTX 3060 Ti,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,859.95,859.95,859.95,29.4,16.8,8.0,16.0,3200.0,1000.0,4.1,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox X-35 Gaming PC i9-13900KF / RTX 3070,PC gaming,Vibox,Intel Core i9-13900KF,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,24.0,NVIDIA GeForce RTX 3070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1629.95,1629.95,1629.95,29.4,16.8,36.0,32.0,3200.0,1000.0,5.8,29.0,3.0,125.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-133 PC Gamer Ryzen 5 4500 / RTX 4060,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce RTX 4060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,884.95,884.95,884.95,29.4,16.8,8.0,16.0,3200.0,480.0,4.1,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-144 PC Gamer Ryzen 5 4500 / RTX 4060,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce RTX 4060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,979.95,979.95,979.95,29.4,16.8,8.0,16.0,3200.0,1000.0,4.1,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VI-39 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,PC gaming,Vibox,AMD Ryzen 3 3200G,disco duro SSD,AMD,Ryzen 3,1.0,Microsoft Windows 11 Professional,Picasso,DDR4,4.0,AMD Radeon RX Vega 8,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,506.95,506.95,506.95,29.4,16.8,4.0,8.0,3200.0,480.0,4.0,29.0,3.6,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VII-64 Gaming PC i7-13700F / RTX 3070,PC gaming,Vibox,Intel Core i7-13700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,16.0,NVIDIA GeForce RTX 3070,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1224.95,1224.95,1224.95,29.4,16.8,30.0,16.0,3200.0,1000.0,5.2,29.0,2.1,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox IV-71 Gaming PC i7-11700F / RTX 3070 Ti,PC gaming,Vibox,Intel Core i7-11700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3070 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1199.95,1199.95,1199.95,29.4,16.8,16.0,16.0,3200.0,1000.0,4.9,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox IV-126 PC Gamer i7-11700F / RTX 4060,PC gaming,Vibox,Intel Core i7-11700F,disco duro M.2 SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 4060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1199.95,1199.95,1199.95,29.4,16.8,16.0,16.0,3200.0,1000.0,4.9,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox VIII-202 PC Gamer i9-11900F / RTX 3060,PC gaming,Vibox,Intel Core i9-11900F,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 3060,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1709.95,1709.95,1709.95,29.4,16.8,16.0,32.0,3200.0,1000.0,5.0,29.0,2.2,65.0,12288.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox V-24 Gaming PC Ryzen 5 4500 / GTX 1650,PC gaming,Vibox,AMD Ryzen 5 4500,disco duro SSD,AMD,Ryzen 5,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,6.0,NVIDIA GeForce GTX 1650,Ethernet 10/100/1000,Desktop,torre,gaming,Socket AM4,799.95,799.95,799.95,29.4,16.8,8.0,16.0,3200.0,1000.0,4.1,29.0,3.6,65.0,4096.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox X-56 PC Gamer i9-13900KF / RTX 3060 Ti,PC gaming,Vibox,Intel Core i9-13900KF,disco duro M.2 SSD,Intel,Core i9,1.0,Microsoft Windows 11 Professional,Raptor Lake,DDR4,24.0,NVIDIA GeForce RTX 3060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1939.95,1939.95,1939.95,29.4,16.8,36.0,32.0,3200.0,1000.0,5.8,29.0,3.0,125.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
Vibox IV-116 PC Gamer i7-11700F / RTX 4060 Ti,PC gaming,Vibox,Intel Core i7-11700F,disco duro SSD,Intel,Core i7,1.0,Microsoft Windows 11 Professional,Rocket Lake-S,DDR4,8.0,NVIDIA GeForce RTX 4060 Ti,Ethernet 10/100/1000,Desktop,torre,gaming,Socket 1700,1314.95,1314.95,1314.95,29.4,16.8,16.0,16.0,3200.0,1000.0,4.9,29.0,2.5,65.0,8192.0,High_Power (501-850W),Desktop_PC,0,0,0
