titulo,tipo_de_producto,serie,pantalla_tecnologia,procesador,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_version_bluetooth,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,procesador_tipo,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,sistema_operativo_sistema_operativo,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nombre_clave,procesador_nivel_de_cache,ram_tipo,alimentacion_numero_de_celdas,medidas_y_peso_color,procesador_numero_nucleos,grafica_tarjeta,comunicaciones_transmision_de_datos,comunicaciones_estandar_lan,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,camara_resolucion_pixeles,webcam_mpx,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_resolucion_pixeles,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,volumen_cm3,custom_category,equip_altavoces_estéreo,equip_refrigeración_líquida,equip_usb_c
"Huawei MateBook D14 (2023)
53013XFE",Portátil multimedia,Huawei MateBook,Full HD,Intel Core i5-12450H,SSD,HDMI,integrado,5.1,2.0,polímero de litio,56.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,gris,8.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,1093.26,1093.26,1093.26,14.0,35.56,1280x720,0.9,10.0,65.0,22.8,16.0,31.5,1.39,1920x1080,12.0,16.0,4800.0,512.0,4.4,45.0,1149.12,Laptop,1,0,1
"Microsoft Surface Laptop 7 15
16GB/1TB plateado ZYU-00012",Portátil profesional,Microsoft Surface,Full HD,Qualcomm Snapdragon X Elite X1E-80-100,SSD,Thunderbolt 4,integrado,5.4,2.0,ión-litio,64.0,con tapa,2024.0,IEEE 802.11be,Qualcomm,Qualcomm Snapdragon X Elite,1.0,Qualcomm,Windows 11 Professional,MicroSDXC,altavoces estéreo,3:2,Alder Lake-P,L3,LPDDR5X,3.0,plateado,12.0,Qualcomm Adreno X Elite,ninguna,Gigabit-LAN,Laptop,1734.2,2084.22,1909.21,15.0,38.1,1920x1080,0.9,15.0,65.0,23.9,18.0,32.9,1.66,2496x1664,42.0,16.0,4800.0,1000.0,4.0,28.0,1415.358,Laptop,1,0,1
"MSI Katana GF66 12
12UGS-661XES",Portátil gaming,MSI Katana,Full HD,Intel Core i7-12700H,PCIe SSD,HDMI,integrado,5.2,2.0,ión-litio,53.5,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Free DOS,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,14.0,NVIDIA GeForce RTX 3070 Ti,ninguna,Gigabit-LAN,Laptop,1799.0,1799.0,1799.0,15.6,39.62,1280x720,0.9,10.0,65.0,25.9,25.0,35.9,2.25,1920x1080,24.0,16.0,3200.0,512.0,4.7,45.0,2324.5249999999996,Laptop,0,0,1
MSI Stealth 18 Mercedes-AMG A1V,Portátil gaming,MSI Stealth,WQUXGA,Intel Core Ultra 9 185H,SSD,HDMI,integrado,5.4,6.0,ión-litio,99.0,con tapa,2024.0,IEEE 802.11be,Intel,Intel Core Ultra 9,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR5,4.0,negro,16.0,NVIDIA GeForce RTX 4080,ninguna,"2,5-Gbit/s-Ethernet",Laptop,5799.0,5799.0,5799.0,18.0,45.72,1920x1080,0.9,10.0,280.0,29.0,24.0,40.0,2.89,3840x2400,24.0,32.0,4800.0,2000.0,5.1,28.0,2784.0,Laptop,0,0,1
"ASUS Vivobook 14X OLED K3405
K3405VA-KM114W",Portátil multimedia,ASUS Vivobook,2.8K,Intel Core i9-13900H,SSD,HDMI 2.1,integrado,5.0,2.0,ión-litio,63.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i9,1.0,Intel,Windows 11 Home,MicroSD,SonicMaster,16:10,Raptor Lake-H,L3,DDR4,3.0,negro,14.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,2271.43,2271.43,2271.43,14.0,35.56,1280x720,0.9,10.0,90.0,22.3,19.0,31.7,1.4,2880x1800,24.0,16.0,4800.0,1000.0,5.4,45.0,1343.129,Laptop,1,0,1
"HP Omen 16 2023
16-u0005ns",Portátil gaming,HP Omen,WQXGA,Intel Core i7-13700HX,SSD,HDMI 2.1,integrado,5.3,2.0,ión-litio,83.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Free DOS,MicroSD,altavoces estéreo,16:9,Raptor Lake,L3,DDR5,6.0,negro,16.0,NVIDIA GeForce RTX 4070,ninguna,Gigabit-LAN,Laptop,1836.57,2249.0,2042.78,16.1,40.894,1920x1080,0.9,8.25,230.0,25.9,24.0,36.9,2.36,2560x1600,30.0,32.0,4800.0,1000.0,5.0,55.0,2293.7039999999997,Laptop,1,0,1
"Acer Aspire Go 15 AG15-31
AG15-31-31F9",Portátil multimedia,Acer Aspire,Full HD,Intel Core i3-N305,SSD,HDMI,ninguno,5.1,2.0,ión-litio,48.5,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-N,L3,LPDDR5,3.0,plateado,8.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,425.0,482.49,453.75,15.6,39.624,1280x720,0.9,10.0,65.0,24.0,19.0,36.3,1.75,1920x1080,6.0,8.0,4800.0,512.0,3.8,28.0,1655.2799999999995,Laptop,1,0,1
"ASUS Asus Vivobook 14 Flip OLED TP3407
TP3407SA-QL064W",Portátil convertible,ASUS Vivobook,Full HD,Intel Core Ultra 7 258V,SSD,HDMI,3 en 1,5.4,2.0,ión-litio,70.0,convertible,2025.0,IEEE 802.11be,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,LPDDR5X,3.0,gris,8.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1292.6,1502.99,1397.8,14.0,35.56,1920x1080,0.9,10.0,65.0,22.1,17.0,31.3,1.57,1920x1200,12.0,32.0,4800.0,1000.0,4.8,28.0,1175.941,Laptop,1,0,1
"HP ZBook Power G11
98N91ET",Portátil multimedia,HP ZBook,WQXGA,Intel Core Ultra 7 165H,SSD,HDMI,integrado,5.3,2.0,polímero de litio,83.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR4,6.0,gris,16.0,NVIDIA RTX 2000,ninguna,Gigabit-LAN,Laptop,3391.69,3391.69,3391.69,16.0,40.64,1280x720,5.0,10.0,150.0,25.1,23.0,35.9,2.12,2560x1600,24.0,32.0,4800.0,1000.0,5.0,28.0,2072.507,Laptop,1,0,1
"Lenovo LOQ 15
82XV000HSP",Portátil gaming,Lenovo LOQ,Full HD,Intel Core i5-13500H,SSD,HDMI,integrado,5.1,2.0,polímero de litio,60.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,NVIDIA,sin sistema operativo,MicroSD,altavoces estéreo,16:9,Raptor Lake-H,L3,DDR5,3.0,gris,12.0,NVIDIA GeForce RTX 4060,ninguna,Gigabit-LAN,Laptop,1299.0,1624.0,1461.5,15.6,39.624,1920x1080,0.9,5.3,170.0,26.5,25.0,36.0,2.4,1920x1080,18.0,16.0,5200.0,512.0,4.7,45.0,2385.0,Laptop,1,0,1
"Lenovo IdeaPad Slim 3 15 (2023)
83ER008BGE",Portátil multimedia,Lenovo IdeaPad,Full HD,Intel Core i5-12450H,SSD,HDMI,integrado,5.1,2.0,ión-litio,47.0,con tapa,2023.0,IEEE 802.11ac,Intel,Intel Core i5,1.0,Intel,Free DOS,SD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,gris,8.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,682.86,682.86,682.86,15.6,39.62,1280x720,0.9,10.0,65.0,23.5,18.0,35.9,1.6,1920x1080,12.0,16.0,4800.0,1000.0,4.4,45.0,1518.57,Laptop,1,0,1
"Lenovo ThinkPad Z13
21D20014SP",Portátil profesional,Lenovo ThinkPad,WUXGA,AMD Ryzen 7 Pro 6850U,PCIe SSD,Thunderbolt 4,integrado,5.0,2.0,ión-litio,51.5,con tapa,2022.0,IEEE 802.11ax,AMD,AMD Ryzen 7,1.0,AMD,Windows 11 Professional,MicroSD,Dolby Atmos,16:10,Rembrandt U,L3,LPDDR5,3.0,negro,8.0,AMD Radeon 680M,ninguna,Gigabit-LAN,Laptop,895.76,1379.95,1137.86,13.3,33.782,1920x1080,0.9,18.0,65.0,20.0,14.0,29.5,1.25,1920x1200,16.0,16.0,6400.0,512.0,4.7,28.0,826.0,Laptop,1,0,1
"ASUS ExpertBook B1402 (2023)
B1402CVA-EB1573W",Portátil profesional,ASUS ExpertBook,Full HD,Intel Core i3-1315U,SSD,HDMI,ninguno,5.1,2.0,ión-litio,42.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-U,L3,DDR4,3.0,negro,6.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,521.99,521.99,521.99,14.0,35.56,1280x720,0.9,10.0,65.0,21.4,19.0,32.6,2.21,1920x1080,10.0,8.0,4800.0,256.0,4.5,15.0,1325.5159999999998,Laptop,0,0,1
Medion Erazer Crawler E40,Portátil gaming,Medion Erazer,Full HD,Unknown,SSD,HDMI,integrado,5.3,2.0,ión-litio,56.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR5,4.0,negro,10.0,NVIDIA GeForce RTX 4050,ninguna,Gigabit-LAN,Laptop,708.25,999.0,853.62,15.6,39.62,1280x720,0.9,10.0,230.0,23.8,28.0,35.9,2.0,1920x1080,12.0,16.0,4800.0,512.0,4.7,45.0,2392.3759999999997,Laptop,1,0,1
"Acer Aspire 15 A15-41
A15-41M-R8V1",Portátil multimedia,Acer Aspire,Full HD,AMD Ryzen 7 8840HS,SSD,HDMI,integrado,5.3,2.0,ión-litio,48.5,con tapa,2024.0,IEEE 802.11ax,AMD,AMD Ryzen 7,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Hawk Point-HS,L3,DDR4,3.0,gris,8.0,AMD Radeon 780M,ninguna,Gigabit-LAN,Laptop,1111.41,1111.41,1111.41,15.6,39.624,1920x1080,0.9,9.5,65.0,23.8,18.0,36.4,1.7,1920x1080,24.0,16.0,4800.0,1000.0,5.1,28.0,1559.376,Laptop,1,0,1
"Lenovo V15 G4
83A100BHSP",Portátil multimedia,Lenovo,Full HD,Intel Core i5-13420H,SSD,HDMI,integrado,5.1,2.0,polímero de litio,38.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-H,L3,DDR4,2.0,negro,8.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,448.04,685.95,567.0,15.6,39.624,1280x720,0.9,8.4,65.0,23.6,20.0,35.9,1.65,1920x1080,12.0,8.0,3200.0,512.0,4.6,45.0,1694.48,Laptop,0,0,1
"HP 255 G10
8A663EA",Portátil multimedia,HP 255,Full HD,AMD Ryzen 3 7320U,SSD,HDMI,integrado,5.3,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 3,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Mendocino,L3,DDR4,3.0,negro,4.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,422.37,422.37,422.37,15.6,39.624,1280x720,0.9,10.0,45.0,24.2,20.0,35.8,1.6,1920x1080,6.0,8.0,4800.0,256.0,4.1,15.0,1732.7199999999998,Laptop,0,0,1
"Lenovo ThinkPad E14 G4
21EB0040GE",Portátil profesional,Lenovo ThinkPad,Full HD,AMD Ryzen 5 5625U,SSD,HDMI,integrado,5.2,2.0,polímero de litio,57.0,con tapa,2022.0,IEEE 802.11ax,AMD,AMD Ryzen 5,1.0,AMD,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Barcelo,L3,DDR4,3.0,negro,6.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,1063.0,1063.0,1063.0,14.0,35.56,1920x1080,0.9,10.0,65.0,23.2,18.0,32.5,1.64,1920x1080,16.0,16.0,4800.0,512.0,4.0,15.0,1357.2,Laptop,0,0,1
"ASUS Vivobook S15 S5507
S5507QA-MA006W",Portátil multimedia,ASUS Vivobook,2.8K,Qualcomm Snapdragon X Elite X1E-78-100,PCIe SSD,HDMI,integrado,5.4,2.0,ión-litio,70.0,con tapa,2024.0,IEEE 802.11be,Qualcomm,Qualcomm Snapdragon X Elite,1.0,Qualcomm,Windows 11 Home,MicroSD,Harman Kardon,16:9,Oryon,L3,LPDDR5X,3.0,plateado,12.0,Qualcomm Adreno X Elite,ninguna,Gigabit-LAN,Laptop,1098.99,1431.94,1265.47,15.6,39.624,1920x1080,0.9,10.0,90.0,22.7,16.0,35.3,1.42,2880x1620,42.0,16.0,4800.0,1000.0,4.7,28.0,1282.096,Laptop,1,0,1
"Apple MacBook Pro 16"" M3 (2023)
Space Black (MRW13D/A)",Portátil multimedia,Apple MacBook Pro,Retina,Apple M3 Pro,SSD,HDMI,integrado,5.3,6.0,polímero de litio,100.0,con tapa,2023.0,IEEE 802.11ax,Apple,Apple M,1.0,Apple,macOS Sonoma,SDXC,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,12.0,Apple M3 Pro Graphics,ninguna,Gigabit-LAN,Laptop,2199.0,2199.0,2199.0,16.2,41.148,1920x1080,0.9,15.0,140.0,24.8,17.0,35.6,2.2,3456x2234,12.0,18.0,4800.0,512.0,4.7,28.0,1500.8960000000002,Laptop,1,0,1
"HP Omen 16 2024
16-u1073ng",Portátil gaming,HP Omen,WUXGA,Intel Core i7-14700HX,SSD,HDMI,integrado,5.3,2.0,polímero de litio,83.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-HX Refresh,L3,DDR5,6.0,negro,20.0,NVIDIA GeForce RTX 4060,ninguna,Gigabit-LAN,Laptop,1905.88,1905.88,1905.88,16.1,40.894,1920x1080,0.9,4.75,65.0,25.9,24.0,36.9,2.39,1920x1200,30.0,16.0,5600.0,1000.0,5.5,55.0,2293.7039999999997,Laptop,1,0,1
"Apple MacBook Air 15"" 2024 M3
Midnight MRYV3Y/A",Portátil multimedia,Apple MacBook Air,Retina,Apple M3,SSD,Thunderbolt 4,ninguno,5.3,6.0,polímero de litio,66.5,con tapa,2024.0,IEEE 802.11ax,Apple,Apple M,1.0,Apple,macOS Sequoia,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Apple M3 Graphics,ninguna,Gigabit-LAN,Laptop,1404.0,1838.76,1621.38,15.3,38.862,1920x1080,0.9,15.0,35.0,23.8,12.0,34.0,1.51,2880x1864,12.0,8.0,4800.0,512.0,4.7,28.0,971.04,Laptop,1,0,1
"Realme Book Prime 14
16GB/512GB Grey IT",Portátil multimedia,Realme Book Prime,Full HD,Intel Core i5-11320H,SSD,HDMI,integrado,5.1,2.0,ión-litio,54.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Tiger Lake U,L3,DDR4,3.0,negro,4.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,999.99,999.99,999.99,14.0,35.56,1280x720,0.9,12.0,65.0,22.9,15.0,30.7,1.37,3840x2160,8.0,8.0,4800.0,512.0,4.5,35.0,1054.545,Laptop,1,0,1
"Lenovo ThinkPad L16 G1
21L3002JSP",Portátil profesional,Lenovo ThinkPad,WUXGA,Intel Core Ultra 5 125U,SSD,HDMI 2.1,integrado,5.3,2.0,ión-litio,57.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR5,3.0,gris,12.0,Intel Graphics,ninguna,Gigabit-LAN,Laptop,968.76,1266.16,1117.46,16.0,40.64,1280x720,5.0,10.0,65.0,25.3,21.0,35.7,1.77,1920x1200,12.0,16.0,5600.0,512.0,4.3,15.0,1896.7410000000004,Laptop,1,0,1
"ASUS Chromebook Flip CX3401
CX3401FBA-LZ0228",Chromebook,ASUS ChromeBook Flip,WUXGA,Intel Core i3-1215U,SSD,HDMI,integrado,5.0,2.0,ión-litio,63.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Chrome OS,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,LPDDR4X,3.0,gris,6.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,670.23,884.45,777.34,14.0,35.56,1280x720,3.0,10.0,65.0,23.8,19.0,35.7,1.81,1920x1200,10.0,8.0,4800.0,128.0,4.4,15.0,1604.5559999999998,Laptop,0,0,0
"HP 15 (2023)
15-fc0014ns",Portátil multimedia,HP,Full HD,AMD Ryzen 3 7320U,SSD,HDMI,integrado,5.0,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ac,AMD,AMD Ryzen 3,1.0,AMD,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Mendocino,L3,LPDDR5,3.0,azul,4.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,375.36,506.15,440.75,15.6,39.62,1280x720,0.9,7.5,45.0,23.6,19.0,35.9,1.6,1920x1080,6.0,8.0,5500.0,512.0,4.1,15.0,1609.756,Laptop,1,0,0
"HP 250 G9
6S7B3EA",Portátil multimedia,HP 250,Full HD,Intel Core i3-1215U,SSD,HDMI,integrado,5.2,2.0,ión-litio,41.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Free DOS,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,6.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,409.95,456.92,433.44,15.6,39.62,1280x720,0.9,10.0,45.0,24.2,20.0,35.8,1.74,1920x1080,10.0,8.0,3200.0,512.0,4.4,15.0,1732.7199999999998,Laptop,0,0,1
"ASUS ROG Strix G16 G614
G614JZ-N4024W",Portátil gaming,ASUS Republic of Gamers,WQXGA,Intel Core i9-13980HX,SSD,HDMI,integrado,5.2,2.0,ión-litio,90.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i9,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Raptor Lake,L3,DDR5,4.0,negro,24.0,NVIDIA GeForce RTX 4080,ninguna,"2,5-Gbit/s-Ethernet",Laptop,3667.99,3667.99,3667.99,16.0,40.64,1280x720,0.9,10.0,280.0,26.4,30.0,35.4,2.5,2560x1600,36.0,16.0,4800.0,1000.0,5.6,55.0,2803.68,Laptop,1,0,1
ASUS ExpertBook B5 B5604,Portátil profesional,ASUS ExpertBook,WUXGA,Unknown,SSD,HDMI,integrado,5.3,2.0,ión-litio,63.0,con tapa,2024.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,894.0,1943.82,1418.91,16.0,40.64,1920x1080,0.9,10.0,65.0,25.4,23.0,35.8,1.73,1920x1200,12.0,16.0,4800.0,512.0,4.7,28.0,2091.4359999999992,Laptop,1,0,1
"Dell Latitude 5440
GXNR8",Portátil profesional,Dell Latitude,Full HD,Intel Core i5-1335U,SSD,HDMI,integrado,5.2,2.0,ión-litio,54.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Raptor Lake-U,L3,DDR4,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1214.29,1214.29,1214.29,14.0,35.56,1920x1080,0.9,10.0,100.0,21.2,19.0,32.1,1.39,1920x1080,12.0,16.0,4800.0,256.0,4.6,15.0,1292.9879999999998,Laptop,0,0,1
HP Pro x360 435 G10,Portátil convertible,HP Pro,Full HD,Unknown,SSD,HDMI 2.0,integrado,5.3,2.0,ión-litio,42.0,convertible,2023.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,883.82,1720.83,1302.33,13.3,33.782,1280x720,0.9,10.0,45.0,22.3,18.0,30.9,1.45,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1240.326,Laptop,1,0,1
"HP Dragonfly G4
5Z549ES",Portátil multimedia,HP Dragonfly,WUXGA+,Intel Core i7-1355U,SSD,HDMI,integrado,5.3,2.0,polímero de litio,68.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,3:2,Raptor Lake-U,L3,DDR4,6.0,azul,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,2438.38,2438.38,2438.38,13.5,34.29,1280x720,5.0,10.0,65.0,22.0,16.0,29.7,0.99,1920x1280,12.0,32.0,4800.0,1000.0,5.0,15.0,1045.44,Laptop,0,0,1
"Lenovo IdeaPad Flex 5 14 (2023)
82XX008USP",Portátil convertible,Lenovo IdeaPad Flex,WUXGA,AMD Ryzen 7 7730U,SSD,HDMI,4 en 1,5.1,2.0,ión-litio,52.5,convertible,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 7,1.0,AMD,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Barcelo-R,L3,LPDDR4X,3.0,azul,8.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,721.0,749.0,735.0,14.0,35.56,1920x1080,0.9,9.0,65.0,22.5,18.0,31.3,1.55,1920x1200,16.0,16.0,4267.0,512.0,4.5,15.0,1267.65,Laptop,0,0,1
"Lenovo V15 G4
83A1004MIX",Portátil multimedia,Lenovo,Full HD,Intel Core i7-1355U,SSD,HDMI,integrado,5.1,2.0,polímero de litio,38.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-U,L3,DDR4,2.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,724.99,763.3,744.14,15.6,39.624,1280x720,0.9,8.4,65.0,23.6,20.0,35.9,1.65,1920x1080,12.0,16.0,4800.0,512.0,5.0,15.0,1694.48,Laptop,0,0,1
"ASUS ProArt PX13 HN7306
HN7306WU-LX009W",Portátil convertible,ASUS ProArt,3K,AMD Ryzen AI 9 365,SSD,HDMI,integrado,5.4,2.0,ión-litio,73.0,convertible,2024.0,IEEE 802.11be,AMD,AMD Ryzen AI 9,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Strix Point,L3,LPDDR5X,4.0,negro,10.0,NVIDIA GeForce RTX 4050,ninguna,Gigabit-LAN,Laptop,1799.0,1799.0,1799.0,13.3,33.782,1920x1080,0.9,10.0,200.0,21.0,18.0,29.8,1.38,2880x1800,24.0,24.0,4800.0,1000.0,5.0,54.0,1126.44,Laptop,1,0,1
HP 250 G8,Portátil profesional,HP 250,Full HD,Unknown,SSD,HDMI,3 en 1,5.2,2.0,ión-litio,41.0,con tapa,2020.0,IEEE 802.11ac,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,490.9,1065.2,778.05,15.6,39.62,1280x720,0.9,12.0,45.0,24.2,19.0,35.8,1.7,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1646.0839999999998,Laptop,0,0,1
"Lenovo ThinkPad X1 G9 2024
2-in-1 21KE0060GE",Portátil convertible,Lenovo ThinkPad,WUXGA,Intel Core Ultra 5 125U,SSD,HDMI,integrado,5.3,2.0,ión-litio,57.0,convertible,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,LPDDR5X,3.0,negro,12.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,2641.84,3577.19,3109.52,14.0,35.56,1920x1080,0.8,10.0,65.0,21.5,16.0,31.3,1.33,1920x1200,12.0,16.0,4800.0,512.0,4.3,15.0,1076.72,Laptop,1,0,1
Dell Inspiron 14 7441,Portátil multimedia,Dell Inspiron,WQXGA,Unknown,SSD,Thunderbolt 4,integrado,5.4,2.0,ión-litio,54.0,con tapa,2024.0,IEEE 802.11be,Qualcomm,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Oryon,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,999.0,999.0,999.0,14.0,35.56,1920x1080,0.9,10.0,65.0,22.4,17.0,31.4,1.46,2560x1600,42.0,16.0,4800.0,512.0,4.7,28.0,1195.7119999999998,Laptop,1,0,1
"ASUS ExpertBook P5 (P5405)
P5405CSA-NZ0257X",Unknown,ASUS ExpertBook,WQXGA,Intel Core Ultra 5 226V,SSD,HDMI,integrado,5.3,2.0,ión-litio,63.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Lunar Lake,L3,LPDDR5,3.0,gris,8.0,Intel Arc Graphics 130V,ninguna,Gigabit-LAN,Laptop,1193.09,1193.09,1193.09,14.0,35.56,1280x720,0.9,10.0,65.0,22.3,16.0,31.2,1.3,2560x1600,8.0,16.0,4800.0,1000.0,4.5,17.0,1113.216,Laptop,1,0,1
"Lenovo IdeaPad 5 2-in-1 16 2024
83DS000LGE",Portátil convertible,Lenovo IdeaPad,2K,AMD Ryzen 7 8845HS,SSD,HDMI,integrado,5.1,2.0,polímero de litio,57.0,convertible,2024.0,IEEE 802.11ax,AMD,AMD Ryzen 7,1.0,AMD,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Hawk Point-HS,L3,LPDDR5X,3.0,gris,8.0,AMD Radeon 780M,ninguna,Gigabit-LAN,Laptop,1011.83,1137.28,1074.56,16.0,40.64,1920x1080,0.9,10.0,65.0,25.5,18.0,35.6,1.9,2048x1280,24.0,16.0,4800.0,1000.0,5.1,45.0,1634.0400000000002,Laptop,1,0,1
